CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,DETALHE,POSTO,UNIDADE,ACESSANTE,Total TE,Total TUSD,TUSD_FioB
AME,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,2.45,2.42552441085152
AME,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,20.24,20.2151027911358
AME,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,456.17,1158.85,741.914993528653
AME,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,272.76,797.46,445.148925316187
AME,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,272.76,436.06,148.382975105396
AME,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,288.04,472.1,239.327455332364
AME,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,288.04,546.81,239.327455332364
AME,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,288.04,472.1,239.327455332364
AME,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,288.04,546.81,239.327455332364
AME,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,428.8,1116.71,719.896874718176
AME,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,256.39,766.05,431.93814701522
AME,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,256.39,415.38,143.979419312265
AME,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,428.8,1116.71,719.896874718176
AME,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,256.39,766.05,431.93814701522
AME,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,256.39,415.38,143.979419312265
AME,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,419.67,1092.95,704.579919936938
AME,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,250.94,749.75,422.747973674471
AME,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,250.94,406.54,140.916027412004
AME,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,270.76,514.0,224.967808012422
AME,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,270.76,514.0,224.967808012422
AME,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,265.0,503.07,220.181258905774
AME,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,270.76,514.0,224.967808012422
AME,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,270.76,514.0,224.967808012422
AME,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,265.0,503.07,220.181258905774
AME,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,456.17,1304.57,861.578603193161
AME,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,272.76,884.89,516.947161915896
AME,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,272.76,465.21,172.315720638632
AME,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,288.04,546.81,239.327455332364
AME,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,288.04,546.81,239.327455332364
AME,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,158.42,300.75,131.6301004328
AME,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,172.82,328.09,143.596473199418
Boa Vista,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,59.79,0.0
Boa Vista,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,57.09,56.7184402379631
Boa Vista,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,59.79,0.0
Boa Vista,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,19.02,18.9110118062177
Boa Vista,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,542.84,109.44,0.0
Boa Vista,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,57.09,56.7184402379631
Boa Vista,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,317.39,109.44,0.0
Boa Vista,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,19.02,18.9110118062177
Boa Vista,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,0.0,0.0
Boa Vista,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,14.98,14.8188126319751
Boa Vista,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1444.13,1364.0811474233
Boa Vista,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,19.02,18.9110118062177
Boa Vista,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,59.79,0.0
Boa Vista,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,542.84,1493.78,1364.0811474233
Boa Vista,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,19.02,18.9110118062177
Boa Vista,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,317.39,109.44,0.0
Boa Vista,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,4.35,4.30401022623714
Boa Vista,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,21.45,21.3976204832503
Boa Vista,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,542.84,914.77,755.598414757832
Boa Vista,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,317.39,607.79,453.359000606168
Boa Vista,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,317.39,300.83,151.119707075832
Boa Vista,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,339.85,247.737149573324
Boa Vista,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,398.95,247.737149573324
Boa Vista,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,339.85,247.737149573324
Boa Vista,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,398.95,247.737149573324
Boa Vista,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,510.27,895.35,745.193413946986
Boa Vista,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,298.34,592.61,447.116048368192
Boa Vista,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,298.34,289.87,149.038682789397
Boa Vista,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,510.27,895.35,745.193413946986
Boa Vista,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,298.34,592.61,447.116048368192
Boa Vista,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,298.34,289.87,149.038682789397
Boa Vista,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,499.42,876.3,729.338234926838
Boa Vista,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,292.0,580.0,437.602940956103
Boa Vista,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,292.0,283.7,145.867646985368
Boa Vista,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,316.0,375.02,232.872920598924
Boa Vista,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,316.0,375.02,232.872920598924
Boa Vista,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,309.28,367.04,227.918177607458
Boa Vista,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,316.0,375.02,232.872920598924
Boa Vista,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,316.0,375.02,232.872920598924
Boa Vista,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,309.28,367.04,227.918177607458
Boa Vista,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,542.84,1090.89,929.014371210627
Boa Vista,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,317.39,713.48,557.408646850642
Boa Vista,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,317.39,336.05,185.802922490657
Boa Vista,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,398.95,247.737149573324
Boa Vista,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,336.18,398.95,247.737149573324
Boa Vista,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,184.9,219.42,136.255432265328
Boa Vista,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,201.71,239.37,148.642289743994
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,3.8,0.0
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,36.86,17.9549766741357
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,3.8,0.0
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,22.26,5.73558829819002
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,201.63,84.56,0.0
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,36.86,17.9549766741357
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,201.63,84.56,0.0
CASTRO - DIS,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,22.26,5.73558829819002
CASTRO - DIS,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,4.17,4.1552079208877
CASTRO - DIS,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,890.27,431.817066635228
CASTRO - DIS,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,22.26,5.73558829819002
CASTRO - DIS,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,3.8,0.0
CASTRO - DIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,201.63,971.02,431.817066635228
CASTRO - DIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,22.26,5.73558829819002
CASTRO - DIS,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,201.63,84.56,0.0
CASTRO - DIS,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,1.62,1.61470306296821
CASTRO - DIS,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,5.15,5.14430461875849
CASTRO - DIS,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,201.63,331.99,228.900096741227
CASTRO - DIS,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,201.63,240.44,137.340092196662
CASTRO - DIS,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,201.63,148.9,45.7800307322207
CASTRO - DIS,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,201.63,170.98,81.7500345504382
CASTRO - DIS,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,201.63,264.67,81.7500345504382
CASTRO - DIS,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,201.63,170.98,81.7500345504382
CASTRO - DIS,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,201.63,264.67,81.7500345504382
CASTRO - DIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,189.53,323.6,226.692819056023
CASTRO - DIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,189.53,232.93,136.015702134551
CASTRO - DIS,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,189.53,142.27,45.3385317083941
CASTRO - DIS,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,189.53,323.6,226.692819056023
CASTRO - DIS,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,189.53,232.93,136.015702134551
CASTRO - DIS,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,189.53,142.27,45.3385317083941
CASTRO - DIS,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,185.5,316.71,221.869567586746
CASTRO - DIS,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,185.5,227.98,133.121751025305
CASTRO - DIS,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,185.5,139.24,44.3738820975772
CASTRO - DIS,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,189.53,248.79,76.8450324774119
CASTRO - DIS,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,189.53,248.79,76.8450324774119
CASTRO - DIS,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,185.5,243.5,75.2100317864031
CASTRO - DIS,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,189.53,248.79,76.8450324774119
CASTRO - DIS,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,189.53,248.79,76.8450324774119
CASTRO - DIS,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,185.5,243.5,75.2100317864031
CASTRO - DIS,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,201.63,372.86,269.775114016446
CASTRO - DIS,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,201.63,264.97,161.865102561794
CASTRO - DIS,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,201.63,157.07,53.9550341872645
CASTRO - DIS,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,201.63,264.67,81.7500345504382
CASTRO - DIS,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,201.63,264.67,81.7500345504382
CASTRO - DIS,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,110.9,145.57,44.962519002741
CASTRO - DIS,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,120.98,158.8,49.0500207302629
CEA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,NOVO GERADOR,0.0,1.2,1.15984407058778
CEA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,UHE COARACY NUNES,0.0,6.47,6.78146047812131
CEA,A3,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,63.91,0.0
CEA,A3,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,46.36,39.6476487258581
CEA,A3,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,63.91,0.0
CEA,A3,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,15.5,5.12769601129402
CEA,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,322.12,133.62,0.0
CEA,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,46.36,39.6476487258581
CEA,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,133.62,0.0
CEA,A3,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,15.5,5.12769601129402
CEA,A3a,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,94.36,0.0
CEA,A3a,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,54.25,48.0935808435433
CEA,A3a,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,94.36,0.0
CEA,A3a,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A3a,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,322.12,181.48,0.0
CEA,A3a,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,54.25,48.0935808435433
CEA,A3a,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,181.48,0.0
CEA,A3a,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,0.0,0.0
CEA,A3a,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,10.43,11.0342163912759
CEA,A3a,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1410.78,1156.65140987236
CEA,A3a,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A3a,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,94.36,0.0
CEA,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,322.12,1497.89,1156.65140987236
CEA,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,181.48,0.0
CEA,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,94.36,0.0
CEA,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,54.25,48.0935808435433
CEA,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,94.36,0.0
CEA,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,322.12,181.48,0.0
CEA,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,54.25,48.0935808435433
CEA,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,181.48,0.0
CEA,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,0.0,0.0
CEA,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,10.43,11.0342163912759
CEA,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1410.78,1156.65140987236
CEA,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,94.36,0.0
CEA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,322.12,1497.89,1156.65140987236
CEA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,21.19,17.1726853038788
CEA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,181.48,0.0
CEA,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,10.33,10.9271933781962
CEA,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,23.4,24.9264307301311
CEA,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,322.12,1169.55,912.971116484261
CEA,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,215.6,781.08,547.782722160649
CEA,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,392.6,182.594197161806
CEA,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,397.43,280.914239947169
CEA,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,497.19,280.914239947169
CEA,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,397.43,280.914239947169
CEA,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,497.19,280.914239947169
CEA,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,302.8,1099.38,858.192849495206
CEA,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,202.67,734.21,514.91575883101
CEA,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,202.67,369.05,171.638545332098
CEA,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,302.8,1099.38,858.192849495206
CEA,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,202.67,734.21,514.91575883101
CEA,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,202.67,369.05,171.638545332098
CEA,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,296.35,1075.99,839.933427165521
CEA,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,198.35,718.59,503.960104387797
CEA,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,198.35,361.19,167.986661388862
CEA,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,211.01,467.36,264.059385550339
CEA,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,211.01,467.36,264.059385550339
CEA,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,206.52,457.42,258.441100751395
CEA,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,211.01,467.36,264.059385550339
CEA,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,211.01,467.36,264.059385550339
CEA,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,206.52,457.42,258.441100751395
CEA,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,322.12,1169.55,912.971116484261
CEA,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,215.6,781.08,547.782722160649
CEA,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,215.6,392.6,182.594197161806
CEA,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,497.19,280.914239947169
CEA,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,224.48,497.19,280.914239947169
CEA,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,123.46,273.46,154.502831970943
CEA,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,134.69,298.32,168.548543968301
CEB,A2,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,15.77,0.0
CEB,A2,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,12.9,3.19366112007542
CEB,A2,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,15.77,0.0
CEB,A2,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,8.11,0.898768618274988
CEB,A2,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,543.08,105.14,0.0
CEB,A2,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,12.9,3.19366112007542
CEB,A2,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,335.75,105.14,0.0
CEB,A2,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,8.11,0.898768618274988
CEB,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,ENEL GO,0.0,13.48,3.19366112007542
CEB,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,ENEL GO,0.0,7.88,0.0
CEB,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,ENEL GO,0.0,8.47,0.898768618274988
