CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,DETALHE,POSTO,UNIDADE,ACESSANTE,Total TE,Total TUSD,TUSD_FioB
CERTEL ENERGIA,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,7.15,7.11539811340343
CERTEL ENERGIA,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,19.57,19.5321273838442
CERTEL ENERGIA,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,197.64,894.68,603.193599281184
CERTEL ENERGIA,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,197.64,593.92,361.916126731948
CERTEL ENERGIA,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,197.64,293.15,120.638736274618
CERTEL ENERGIA,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,197.64,263.99,194.578588357663
CERTEL ENERGIA,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,197.64,385.32,194.578588357663
CERTEL ENERGIA,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,197.64,263.99,194.578588357663
CERTEL ENERGIA,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,197.64,385.32,194.578588357663
CERTEL ENERGIA,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,185.78,674.56,433.482132071703
CERTEL ENERGIA,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,185.78,404.38,216.741104619048
CERTEL ENERGIA,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,185.78,314.32,144.494069746032
CERTEL ENERGIA,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,185.78,674.56,433.482132071703
CERTEL ENERGIA,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,185.78,404.38,216.741104619048
CERTEL ENERGIA,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,185.78,314.32,144.494069746032
CERTEL ENERGIA,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,181.83,660.21,424.259107985071
CERTEL ENERGIA,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,181.83,395.78,212.129591754813
CERTEL ENERGIA,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,181.83,307.63,141.419727836542
CERTEL ENERGIA,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,185.78,362.2,182.903873056203
CERTEL ENERGIA,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,185.78,362.2,182.903873056203
CERTEL ENERGIA,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,181.83,354.49,179.01230128905
CERTEL ENERGIA,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,185.78,362.2,182.903873056203
CERTEL ENERGIA,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,185.78,362.2,182.903873056203
CERTEL ENERGIA,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,181.83,354.49,179.01230128905
CERTEL ENERGIA,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,197.64,979.58,671.296142147724
CERTEL ENERGIA,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,197.64,644.85,402.777701707016
CERTEL ENERGIA,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,197.64,310.13,134.259261266308
CERTEL ENERGIA,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,197.64,385.32,194.578588357663
CERTEL ENERGIA,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,197.64,385.32,194.578588357663
CERTEL ENERGIA,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,106.72,208.07,105.072437713138
CERTEL ENERGIA,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,116.61,227.34,114.801367131021
CERTHIL,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,9.12,0.0
CERTHIL,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,50.05,29.2242763172951
CERTHIL,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,9.12,0.0
CERTHIL,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,38.43,17.3576979875359
CERTHIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,196.0,96.23,0.0
CERTHIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,50.05,29.2242763172951
CERTHIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,196.0,96.23,0.0
CERTHIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,38.43,17.3576979875359
CERTHIL,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,6.83,6.80551699950934
CERTHIL,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,1213.17,702.842883223736
CERTHIL,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,38.43,17.3576979875359
CERTHIL,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,9.12,0.0
CERTHIL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,196.0,1300.28,702.842883223736
CERTHIL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,38.43,17.3576979875359
CERTHIL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,196.0,96.23,0.0
CERTHIL,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,4.05,4.03807531549719
CERTHIL,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,10.51,10.5021016319877
CERTHIL,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,196.0,825.82,465.894267668647
CERTHIL,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,196.0,544.03,279.536575461531
CERTHIL,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,196.0,262.21,93.1788089527003
CERTHIL,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,196.0,302.04,186.357617905401
CERTHIL,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,196.0,403.12,186.357617905401
CERTHIL,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,196.0,302.04,186.357617905401
CERTHIL,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,196.0,403.12,186.357617905401
CERTHIL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,184.24,802.76,455.458157848024
CERTHIL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,184.24,527.26,273.274936614982
CERTHIL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,184.24,251.77,91.0915756947149
CERTHIL,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,184.24,802.76,455.458157848024
CERTHIL,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,184.24,527.26,273.274936614982
CERTHIL,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,184.24,251.77,91.0915756947149
CERTHIL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,180.32,785.68,445.767558744874
CERTHIL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,180.32,516.05,267.460576261471
CERTHIL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,180.32,246.41,89.1534570629125
CERTHIL,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,184.24,378.93,175.176160831077
CERTHIL,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,184.24,378.93,175.176160831077
CERTHIL,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,180.32,370.87,171.449008472969
CERTHIL,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,184.24,378.93,175.176160831077
CERTHIL,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,184.24,378.93,175.176160831077
CERTHIL,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,180.32,370.87,171.449008472969
CERTHIL,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,196.0,966.73,559.073076621348
CERTHIL,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,196.0,628.56,335.443786531436
CERTHIL,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,196.0,290.39,111.814645044956
CERTHIL,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,196.0,403.12,186.357617905401
CERTHIL,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,196.0,403.12,186.357617905401
CERTHIL,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,107.8,221.72,102.49668984797
CERTHIL,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,117.6,241.87,111.81457074324
CERTREL,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,11.61,0.0
CERTREL,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,117.45,86.7524235064091
CERTREL,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,11.61,0.0
CERTREL,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,41.45,23.7439224933368
CERTREL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,122.59,101.06,0.0
CERTREL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,117.45,86.7524235064091
CERTREL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,122.59,101.06,0.0
CERTREL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,41.45,23.7439224933368
CERTREL,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,13.26,13.2519898151079
CERTREL,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,2836.87,2086.39532506857
CERTREL,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,41.45,23.7439224933368
CERTREL,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,11.61,0.0
CERTREL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,122.59,2926.32,2086.39532506857
CERTREL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,41.45,23.7439224933368
CERTREL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,122.59,101.06,0.0
CERTREL,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,7.62,7.6122914758414
CERTREL,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,22.66,22.6580422735763
CERTREL,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,122.59,1564.94,1150.88541482752
CERTREL,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,122.59,989.85,690.531533421233
CERTREL,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,122.59,414.76,230.177149912497
CERTREL,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,122.59,555.93,426.253928629677
CERTREL,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,122.59,659.72,426.253928629677
CERTREL,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,122.59,555.93,426.253928629677
CERTREL,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,122.59,659.72,426.253928629677
CERTREL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,115.23,1596.2,1182.0021008256
CERTREL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,115.23,1005.5,709.201575146225
CERTREL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,115.23,414.91,236.400262839687
CERTREL,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,115.23,1596.2,1182.0021008256
CERTREL,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,115.23,1005.5,709.201575146225
CERTREL,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,115.23,414.91,236.400262839687
CERTREL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,112.78,1562.24,1156.85311995697
CERTREL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,112.78,984.11,694.112179930348
CERTREL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,112.78,406.08,231.370470013311
CERTREL,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,115.23,620.13,400.678692911896
CERTREL,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,115.23,620.13,400.678692911896
CERTREL,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,112.78,606.94,392.153614339303
CERTREL,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,115.23,620.13,400.678692911896
CERTREL,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,115.23,620.13,400.678692911896
CERTREL,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,112.78,606.94,392.153614339303
CERTREL,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,122.59,1937.76,1449.26330713066
CERTREL,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,122.59,1213.47,869.557917331402
CERTREL,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,122.59,489.3,289.85294595085
CERTREL,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,122.59,659.72,426.253928629677
CERTREL,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,122.59,659.72,426.253928629677
CERTREL,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,67.42,362.84,234.439660746322
CERTREL,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,73.55,395.83,255.752357177806
CERVAM,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,5.86,0.0
CERVAM,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,87.61,59.4972490197381
CERVAM,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,5.86,0.0
CERVAM,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,28.04,15.0534249259198
CERVAM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,185.42,100.15,0.0
CERVAM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,87.61,59.4972490197381
CERVAM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,185.42,100.15,0.0
CERVAM,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,28.04,15.0534249259198
CERVAM,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,14.05,14.2248978922978
CERVAM,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,2112.88,1430.91017965113
CERVAM,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,28.04,15.0534249259198
CERVAM,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,5.86,0.0
CERVAM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,185.42,2207.17,1430.91017965113
CERVAM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,28.04,15.0534249259198
CERVAM,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,185.42,100.15,0.0
CERVAM,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,2.65,2.68836597281206
CERVAM,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,14.6,14.8147127755248
CERVAM,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,185.42,1031.74,613.026104734431
CERVAM,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,185.42,669.0,367.815620942958
CERVAM,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,185.42,306.27,122.605137151485
CERVAM,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,185.42,328.2,211.388250575587
CERVAM,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,185.42,437.6,211.388250575587
CERVAM,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,185.42,328.2,211.388250575587
CERVAM,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,185.42,437.6,211.388250575587
CERVAM,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,174.3,1028.62,615.985588634334
CERVAM,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,174.3,664.14,369.591333488681
CERVAM,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,174.3,299.66,123.197078343028
CERVAM,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,174.3,1028.62,615.985588634334
CERVAM,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,174.3,664.14,369.591333488681
CERVAM,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,174.3,299.66,123.197078343028
CERVAM,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,170.59,1006.74,602.879512280412
CERVAM,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,170.59,650.01,361.727688095305
CERVAM,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,170.59,293.28,120.575863910198
CERVAM,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,174.3,411.35,198.704955541052
CERVAM,B2,Convencional,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,174.3,411.35,198.704955541052
CERVAM,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,170.59,402.59,194.47719052954
CERVAM,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,174.3,411.35,198.704955541052
CERVAM,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,174.3,411.35,198.704955541052
CERVAM,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,Não se aplica,MWh,Não se aplica,170.59,402.59,194.47719052954
CERVAM,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,185.42,1125.54,676.442569432682
CERVAM,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,185.42,725.29,405.865541659609
CERVAM,B3,Branca,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,185.42,325.03,135.288513886536
CERVAM,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,185.42,437.6,211.388250575587
CERVAM,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,Não se aplica,MWh,Não se aplica,185.42,437.6,211.388250575587
CERVAM,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,Não se aplica,MWh,Não se aplica,101.98,240.68,116.263537816573
CERVAM,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,Não se aplica,MWh,Não se aplica,111.25,262.56,126.832950345352
CETRIL,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,4.95,0.0
CETRIL,A4,Azul,Não se aplica,Não se aplica,APE,Ponta,kW,Não se aplica,0.0,93.17,55.515562459522
CETRIL,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,4.95,0.0
CETRIL,A4,Azul,Não se aplica,Não se aplica,APE,Fora ponta,kW,Não se aplica,0.0,32.62,12.8980041586914
CETRIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,188.23,98.98,0.0
CETRIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Ponta,kW,Não se aplica,0.0,93.17,55.515562459522
CETRIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,188.23,98.98,0.0
CETRIL,A4,Azul,Não se aplica,Não se aplica,Não se aplica,Fora ponta,kW,Não se aplica,0.0,32.62,12.8980041586914
CETRIL,A4,Geração,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,5.24,5.23520726462323
CETRIL,A4,Verde,Não se aplica,Não se aplica,APE,Ponta,MWh,Não se aplica,0.0,2245.47,1335.14786687745
CETRIL,A4,Verde,Não se aplica,Não se aplica,APE,Não se aplica,kW,Não se aplica,0.0,32.62,12.8980041586914
CETRIL,A4,Verde,Não se aplica,Não se aplica,APE,Fora ponta,MWh,Não se aplica,0.0,4.95,0.0
CETRIL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,188.23,2339.5,1335.14786687745
CETRIL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Não se aplica,kW,Não se aplica,0.0,32.62,12.8980041586914
CETRIL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,188.23,98.98,0.0
CETRIL,B,Geração,Não se aplica,Não se aplica,TIPO 01,Não se aplica,kW,Não se aplica,0.0,9.37,9.35938855174463
CETRIL,B,Geração,Não se aplica,Não se aplica,TIPO 02,Não se aplica,kW,Não se aplica,0.0,16.56,16.5456051761439
CETRIL,B1,Branca,Residencial,Residencial,Não se aplica,Ponta,MWh,Não se aplica,188.23,1359.36,857.526552084595
CETRIL,B1,Branca,Residencial,Residencial,Não se aplica,Intermediário,MWh,Não se aplica,188.23,865.92,514.516002297309
CETRIL,B1,Branca,Residencial,Residencial,Não se aplica,Fora ponta,MWh,Não se aplica,188.23,372.46,171.505381463471
CETRIL,B1,Convencional,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,188.23,500.41,336.284999004946
CETRIL,B1,Convencional,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,188.23,609.51,336.284999004946
CETRIL,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,Não se aplica,MWh,Não se aplica,188.23,500.41,336.284999004946
CETRIL,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,Não se aplica,MWh,Não se aplica,188.23,609.51,336.284999004946
CETRIL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Ponta,MWh,Não se aplica,176.93,1482.43,948.323296491396
CETRIL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Intermediário,MWh,Não se aplica,176.93,936.73,568.994084748851
CETRIL,B2,Branca,Rural,Cooperativa de eletrificação rural,Não se aplica,Fora ponta,MWh,Não se aplica,176.93,391.05,189.664605871272
CETRIL,B2,Branca,Rural,Não se aplica,Não se aplica,Ponta,MWh,Não se aplica,176.93,1482.43,948.323296491396
CETRIL,B2,Branca,Rural,Não se aplica,Não se aplica,Intermediário,MWh,Não se aplica,176.93,936.73,568.994084748851
CETRIL,B2,Branca,Rural,Não se aplica,Não se aplica,Fora ponta,MWh,Não se aplica,176.93,391.05,189.664605871272
CETRIL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Ponta,MWh,Não se aplica,173.17,1450.89,928.146205076685
CETRIL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Intermediário,MWh,Não se aplica,173.17,916.8,556.887827626535
CETRIL,B2,Branca,Rural,Serviço público de irrigação rural,Não se aplica,Fora ponta,MWh,Não se aplica,173.17,382.73,185.629188725075
CETRIL,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,Não se aplica,MWh,Não se aplica,176.93,572.94,316.107899064649
