CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,POSTO,UNIDADE,Total TUSD,Total TE
CPFL Santa Cruz,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,458.76,218.25
CPFL Santa Cruz,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,238.68,218.25
CPFL Santa Cruz,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,322.0,234.37
CPFL Santa Cruz,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,322.0,234.37
CPFL Santa Cruz,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,315.15,229.38
CPFL Santa Cruz,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,322.0,234.37
CPFL Santa Cruz,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,322.0,234.37
CPFL Santa Cruz,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,315.15,229.38
CPFL Santa Cruz,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,818.96,382.4
CPFL Santa Cruz,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,547.31,237.23
CPFL Santa Cruz,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,275.65,237.23
CPFL Santa Cruz,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,342.55,249.33
CPFL Santa Cruz,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,342.55,249.33
CPFL Santa Cruz,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,188.4,137.13
CPFL Santa Cruz,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,205.53,149.6
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL Sul Paulista,,,,,,,,
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,9.21,0.0
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,17.16,0.0
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,9.21,0.0
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,8.23,0.0
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,80.19,459.25
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,17.16,0.0
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,80.19,281.07
CPFL-PAULISTA,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,8.23,0.0
CPFL-PAULISTA,A2,Distribuição,Não se aplica,Não se aplica,Ponta,kW,18.02,0.0
CPFL-PAULISTA,A2,Distribuição,Não se aplica,Não se aplica,Ponta,kW,18.02,0.0
CPFL-PAULISTA,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,5.97,0.0
CPFL-PAULISTA,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,5.97,0.0
CPFL-PAULISTA,A2,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,8.6,0.0
CPFL-PAULISTA,A2,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,8.6,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.96,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.18,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.64,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.89,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.52,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.89,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.7199999999999998,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.7199999999999998,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.7199999999999998,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.7199999999999998,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.7199999999999998,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.82,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.82,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.93,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.49,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.06,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.82,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.96,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.04,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.41,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.31,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.06,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.38,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.96,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.7,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,1.94,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.41,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.02,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.45,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.47,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.52,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.59,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.76,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.59,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.59,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.06,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.4,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.79,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.9399999999999995,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.91,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.9,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.15,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.61,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.8,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.06,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.62,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.95,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.18,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,1.8900000000000001,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.49,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.37,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.59,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.6,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.49,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.25,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.17,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.29,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.02,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.96,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.6,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.12,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.8,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.51,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.76,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.38,0.0
CPFL-PAULISTA,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.63,0.0
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,50.45,0.0
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,52.66,0.0
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,50.45,0.0
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,17.07,0.0
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,121.43,459.25
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,52.66,0.0
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,121.43,281.07
CPFL-PAULISTA,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,17.07,0.0
CPFL-PAULISTA,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.54,0.0
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,20.29,0.0
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,40.18,0.0
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,20.29,0.0
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.5,0.0
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,111.15,459.25
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,40.18,0.0
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,111.15,281.07
CPFL-PAULISTA,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.5,0.0
CPFL-PAULISTA,A3a,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.27,0.0
CPFL-PAULISTA,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,995.12,0.0
CPFL-PAULISTA,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.5,0.0
CPFL-PAULISTA,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,20.29,0.0
CPFL-PAULISTA,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,1085.99,459.25
CPFL-PAULISTA,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.5,0.0
CPFL-PAULISTA,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,111.15,281.07
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,20.29,0.0
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,40.18,0.0
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,20.29,0.0
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.5,0.0
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,111.15,459.25
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,40.18,0.0
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,111.15,281.07
CPFL-PAULISTA,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,15.5,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,28.58,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,28.58,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,28.58,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,28.58,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,13.69,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,13.69,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,13.69,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,13.69,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,12.84,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,12.84,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,12.84,0.0
CPFL-PAULISTA,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,12.84,0.0
CPFL-PAULISTA,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.27,0.0
CPFL-PAULISTA,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,995.12,0.0
CPFL-PAULISTA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.5,0.0
CPFL-PAULISTA,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,20.29,0.0
CPFL-PAULISTA,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1085.99,459.25
CPFL-PAULISTA,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,15.5,0.0
CPFL-PAULISTA,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,111.15,281.07
CPFL-PAULISTA,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,4.77,0.0
CPFL-PAULISTA,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.66,0.0
CPFL-PAULISTA,B1,Branca,Residencial,Residencial,Ponta,MWh,696.77,459.25
CPFL-PAULISTA,B1,Branca,Residencial,Residencial,Intermediário,MWh,476.25,281.07
CPFL-PAULISTA,B1,Branca,Residencial,Residencial,Fora ponta,MWh,255.73,281.07
CPFL-PAULISTA,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,260.65,295.92
CPFL-PAULISTA,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,365.99,295.92
CPFL-PAULISTA,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,260.65,295.92
CPFL-PAULISTA,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,365.99,295.92
CPFL-PAULISTA,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,706.78,431.69
CPFL-PAULISTA,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,478.77,264.21
CPFL-PAULISTA,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,250.75,264.21
CPFL-PAULISTA,B2,Branca,Rural,Não se aplica,Ponta,MWh,706.78,431.69
CPFL-PAULISTA,B2,Branca,Rural,Não se aplica,Intermediário,MWh,478.77,264.21
CPFL-PAULISTA,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,250.75,264.21
CPFL-PAULISTA,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,691.74,422.51
CPFL-PAULISTA,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,468.58,258.59
CPFL-PAULISTA,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,245.41,258.59
CPFL-PAULISTA,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,344.03,278.17
CPFL-PAULISTA,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,344.03,278.17
CPFL-PAULISTA,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,336.71,272.25
CPFL-PAULISTA,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,344.03,278.17
CPFL-PAULISTA,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,344.03,278.17
CPFL-PAULISTA,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,336.71,272.25
CPFL-PAULISTA,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,829.08,459.25
CPFL-PAULISTA,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,555.63,281.07
CPFL-PAULISTA,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,282.19,281.07
CPFL-PAULISTA,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,365.99,295.92
CPFL-PAULISTA,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,365.99,295.92
CPFL-PAULISTA,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,201.29,162.76
CPFL-PAULISTA,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,219.59,177.55
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,4.43,0.0
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,66.34,0.0
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,4.43,0.0
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,52.91,0.0
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,116.54,190.82
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,66.34,0.0
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,116.54,190.82
CRELUZ-D,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,52.91,0.0
CRELUZ-D,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,190.82
CRELUZ-D,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.39,0.0
CRELUZ-D,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1599.87,0.0
CRELUZ-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,52.91,0.0
CRELUZ-D,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,4.43,0.0
CRELUZ-D,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1711.98,190.82
CRELUZ-D,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,52.91,0.0
CRELUZ-D,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,116.54,190.82
CRELUZ-D,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,12.16,0.0
CRELUZ-D,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,23.93,0.0
CRELUZ-D,B1,Branca,Residencial,Residencial,Ponta,MWh,1367.13,190.82
CRELUZ-D,B1,Branca,Residencial,Residencial,Intermediário,MWh,880.31,190.82
CRELUZ-D,B1,Branca,Residencial,Residencial,Fora ponta,MWh,393.49,190.82
CRELUZ-D,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,411.9,190.82
CRELUZ-D,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,542.67,190.82
CRELUZ-D,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,411.9,190.82
CRELUZ-D,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,542.67,190.82
CRELUZ-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1229.74,179.37
CRELUZ-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,794.27,179.37
CRELUZ-D,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,358.81,179.37
CRELUZ-D,B2,Branca,Rural,Não se aplica,Ponta,MWh,1229.74,179.37
CRELUZ-D,B2,Branca,Rural,Não se aplica,Intermediário,MWh,794.27,179.37
CRELUZ-D,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,358.81,179.37
CRELUZ-D,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1203.58,175.56
CRELUZ-D,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,777.38,175.56
CRELUZ-D,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,351.17,175.56
CRELUZ-D,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,510.11,179.37
CRELUZ-D,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,510.11,179.37
CRELUZ-D,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,499.26,175.56
CRELUZ-D,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,510.11,179.37
CRELUZ-D,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,510.11,179.37
CRELUZ-D,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,499.26,175.56
CRELUZ-D,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1426.02,190.82
CRELUZ-D,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,915.64,190.82
CRELUZ-D,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,405.27,190.82
CRELUZ-D,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,542.67,190.82
CRELUZ-D,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,542.67,190.82
CRELUZ-D,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,298.47,104.95
CRELUZ-D,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,325.6,114.49
CRERAL,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,6.99,0.0
CRERAL,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,90.96,0.0
CRERAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,6.99,0.0
CRERAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,44.26,0.0
CRERAL,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,96.69,196.57
CRERAL,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,90.96,0.0
CRERAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,96.69,196.57
CRERAL,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,44.26,0.0
CRERAL,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,196.57
CRERAL,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,12.09,0.0
CRERAL,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2194.52,0.0
CRERAL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,44.26,0.0
CRERAL,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,6.99,0.0
CRERAL,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,2284.22,196.57
